33	Bash	snap="$(ps -Aww -o pid=,args=)"; echo "---prod Nice---"; printf '%s\\n' "$snap" | grep -E '/Applications/Nice\\.app/Contents/MacOS/Nice( |$)' || echo "(prod not running)"; echo "---Nice Dev---"; print
34	Bash	set -euo pipefail\nSRC_APP="/Users/nick/Projects/nice/.claude/worktrees/ab-swift/build-dev/Build/Products/Release/Nice Dev.app"\nDEST="/Applications"\nDEST_APP="$DEST/Nice Dev.app"\nSTAGING_APP="$DEST
35	Bash	./scripts/worktree-lock.sh release && echo "RELEASED"
36	Bash	./scripts/worktree-lock.sh acquire test && echo "TEST LOCK ACQUIRED"
37	Bash	./scripts/test.sh -only-testing:NiceUnitTests/TrafficLightPlacerTests -only-testing:NiceUnitTests/WindowChromeTests -only-testing:NiceUnitTests/ChromeEventRouterTests -only-testing:NiceUnitTests/Doubl
38	Bash	./scripts/worktree-lock.sh release && echo "RELEASED"
39	Bash	open "/Applications/Nice Dev.app"; echo "launched, waiting for window..."
40	Bash	until ps -Aww -o args= | grep -qE 'Nice Dev\\.app/Contents/MacOS/Nice Dev( |$)'; do :; done; echo "Nice Dev is running"; ps -Aww -o pid=,args= | grep -E 'Nice Dev\\.app/Contents/MacOS/Nice Dev( |$)'
41	Bash	osascript -e 'tell application "Nice Dev" to activate' 2>/dev/null; osascript -e 'tell application "System Events" to set frontmost of (first process whose name is "Nice Dev") to true' 2>/dev/null; ec
42	Read	/tmp/nice_pin_full.png
43	Bash	osascript -e 'tell application "System Events" to tell process "Nice Dev"\nset out to ""\nrepeat with w in windows\nset out to out & (name of w) & " :: pos=" & (position of w as string) & " size=" & (
44	Bash	/usr/bin/python3 - <<'PY'\nimport Quartz\nwins = Quartz.CGWindowListCopyWindowInfo(Quartz.kCGWindowListOptionOnScreenOnly | Quartz.kCGWindowListExcludeDesktopElements, Quartz.kCGNullWindowID)\nfor w i
45	Bash	for d in 1 2 3; do screencapture -x -o -D $d "/tmp/nice_disp$d.png" 2>/dev/null && echo "captured display $d: $(ls -la /tmp/nice_disp$d.png 2>/dev/null | awk '{print $5}')"; done; echo "done"; ls -la 
46	Read	/tmp/nice_disp2.png
47	Bash	screencapture -x -o -R1470,26,300,80 /tmp/nice_pin_corner.png 2>&1; echo "captured"; ls -la /tmp/nice_pin_corner.png; echo "--- upscale for clarity ---"; sips -Z 900 /tmp/nice_pin_corner.png --out /tm
48	Read	/tmp/nice_pin_corner_big.png
49	Bash	which magick convert 2>/dev/null; /usr/bin/python3 -c "import PIL; print('PIL', PIL.__version__)" 2>&1 | head -1
50	Bash	/usr/bin/python3 - <<'PY'\nfrom PIL import Image\nim = Image.open('/tmp/nice_disp2.png')\nprint('size', im.size)\n# top-left title bar region\ncrop = im.crop((0, 30, 300, 110))\ncrop = crop.resize((cr
51	Read	/tmp/nice_pin_zoom.png
52	Bash	which cliclick 2>/dev/null && echo "cliclick present" || echo "no cliclick"\necho "--- AX inspect: does System Events expose the pin? ---"\nosascript <<'EOS' 2>&1\ntell application "System Events" to 
53	Bash	osascript <<'EOS' 2>&1\ntell application "System Events" to tell process "Nice Dev"\n  set p to position of window 1\n  set s to size of window 1\n  return "pos=" & (item 1 of p) & "," & (item 2 of p)
54	Bash	screencapture -x -o -D2 /tmp/nice_disp2b.png 2>/dev/null\n/usr/bin/python3 - <<'PY'\nfrom PIL import Image\nim = Image.open('/tmp/nice_disp2b.png')\nprint('disp2 size', im.size)\n# window top-left glo
55	Read	/tmp/nice_pin_zoom2.png
56	Bash	osascript -e 'tell application "Nice Dev" to activate' 2>/dev/null\n# re-read frame after activation\nFRAME=$(osascript -e 'tell application "System Events" to tell process "Nice Dev"\nset p to positi
57	Bash	screencapture -x -o -D2 /tmp/nice_disp2c.png 2>/dev/null\n/usr/bin/python3 - <<'PY'\nfrom PIL import Image\nim = Image.open('/tmp/nice_disp2c.png')\ncrop = im.crop((110, 170, 470, 250))\ncrop2 = crop.
58	Read	/tmp/nice_pin_active.png
59	Bash	move_mouse() { /usr/bin/python3 - "$1" "$2" <<'PY'\nimport ctypes,ctypes.util,sys,time\ncx=float(sys.argv[1]); cy=float(sys.argv[2])\nAS=ctypes.cdll.LoadLibrary(ctypes.util.find_library('ApplicationSe
60	Read	/tmp/nice_hover_zoom.png
61	Bash	click_at() { /usr/bin/python3 - "$1" "$2" <<'PY'\nimport ctypes,ctypes.util,sys,time\ncx=float(sys.argv[1]); cy=float(sys.argv[2])\nAS=ctypes.cdll.LoadLibrary(ctypes.util.find_library('ApplicationServ
62	Bash	screencapture -x -o -D2 /tmp/nice_zoomed.png 2>/dev/null\n/usr/bin/python3 - <<'PY'\nfrom PIL import Image\nim=Image.open('/tmp/nice_zoomed.png')\n# window now fills display2; title bar at top-left, c
63	Read	/tmp/nice_zoomed_zoom.png
64	Bash	/usr/bin/python3 - <<'PY'\nfrom PIL import Image\nim=Image.open('/tmp/nice_zoomed.png')\nc=im.crop((0,0,700,140)); c=c.resize((int(c.width*2.5),int(c.height*2.5)),Image.NEAREST); c.save('/tmp/nice_zoo
65	Read	/tmp/nice_zoomed_wide.png
66	Bash	echo "AXFullScreen state:"; osascript -e 'tell application "System Events" to tell process "Nice Dev" to return value of attribute "AXFullScreen" of window 1' 2>&1\necho "--- exiting full screen ---"\
67	Bash	screencapture -x -o -D2 /tmp/nice_postfs.png 2>/dev/null\n/usr/bin/python3 - <<'PY'\nfrom PIL import Image\nim=Image.open('/tmp/nice_postfs.png')\nc=im.crop((110,170,470,250)); c=c.resize((c.width*5,c
68	Read	/tmp/nice_postfs_zoom.png
69	Bash	# move mouse away so no hover menu obscures the corner\n/usr/bin/python3 - <<'PY'\nimport ctypes,ctypes.util\nAS=ctypes.cdll.LoadLibrary(ctypes.util.find_library('ApplicationServices'))\nclass P(ctype
70	Read	/tmp/nice_resized_zoom.png
71	Bash	osascript -e 'tell application "Nice Dev" to quit' 2>/dev/null &\n# give the quit a moment, then check for a confirmation dialog and click its Quit button if present\nosascript -e 'delay 1.0' 2>/dev/n
72	Bash	osascript <<'EOS' 2>&1\ntell application "System Events"\n  if not (exists (process "Nice Dev")) then return "Nice Dev already terminated"\n  tell process "Nice Dev"\n    set report to ""\n    repeat 
73	Bash	echo "windows/dialogs:"; osascript <<'EOS' 2>&1\ntell application "System Events"\n  if not (exists (process "Nice Dev")) then return "terminated"\n  tell process "Nice Dev"\n    set r to ""\n    repe
74	Bash	osascript <<'EOS' 2>&1\ntell application "System Events"\n  if not (exists (process "Nice Dev")) then return "terminated"\n  tell process "Nice Dev"\n    set r to "windows=" & (count of windows) & lin
75	Bash	osascript <<'EOS' 2>&1\ntell application "System Events"\n  if not (exists (process "Nice Dev")) then return "terminated"\n  tell process "Nice Dev"\n    set r to ""\n    try\n      set elems to entir
76	Bash	snap="$(ps -Aww -o pid=,args=)"; echo "Nice Dev running?"; printf '%s\\n' "$snap" | grep -E 'Nice Dev\\.app/Contents/MacOS/Nice Dev( |$)' || echo "(not running)"\nscreencapture -x -o -D1 /tmp/fs_d1.pn
77	Read	/tmp/fs_d2_s.png
78	Bash	# Press Escape twice via CGEvent to close any tracking menu/popover\n/usr/bin/python3 - <<'PY'\nimport ctypes,ctypes.util,time\nAS=ctypes.cdll.LoadLibrary(ctypes.util.find_library('ApplicationServices
79	Bash	osascript -e 'tell application "Nice Dev" to quit' >/dev/null 2>&1 &\nQPID=$!\n# poll up to ~12s for termination\ngone=""\nfor i in $(seq 1 24); do\n  if ! ps -Aww -o args= | grep -qE 'Nice Dev\\.app/
80	Bash	echo "=== lock status ==="; cat scripts/../.git/../.nice-lock* 2>/dev/null; ./scripts/worktree-lock.sh status 2>/dev/null || echo "(no status subcommand)"\necho "=== git status ==="; git -C /Users/nic
81	Bash	bash -c 'set -euo pipefail\ndev_pids(){ ps -Aww -o args= | grep -E "NoSuchProcXYZ123\\.app/Contents/MacOS/x" | awk "{print \\$1}"; }\npids="$(dev_pids)"\necho "REACHED past assignment, pids=[$pids]"' 
82	Bash	echo "=== installed app ==="; stat -f "%Sm  %N" "/Applications/Nice Dev.app/Contents/MacOS/Nice Dev"; /usr/libexec/PlistBuddy -c 'Print :CFBundleIdentifier' "/Applications/Nice Dev.app/Contents/Info.p
